Proposições;Ementa;Explicação;Autor;UF;Partido;Apresentação;Situação;Link;TipoSG
PL 2848/2020;Altera a Lei nº 9.279, de 14 de maio de 1996, e a Lei nº 13.979, de 6 de fevereiro de 2020, para determinar, pelo prazo de 1 (um) ano, o licenciamento compulsório de patentes associadas a produtos essenciais ao enfrentamento da emergência de saúde pública decorrente da pandemia de Covid-19.;;"Erika Kokay;José Guimarães;Jorge Solla;Rogério Correia;Beto Faro;Waldenor Pereira;Afonso Florence;Valmir Assunção;Marília Arraes;Vander Loubet;Pedro Uczai;José Ricardo;Gleisi Hoffmann;Célio Moura;Airton Faleiro;Patrus Ananias;Padre João;Frei Anastacio Ribeiro;Marcon;João Daniel;Professora Rosa Neide;Enio Verri;Vicentinho;Paulo Teixeira;Helder Salomão;Nilto Tatto;Reginaldo Lopes;Rui Falcão;Joseildo Ramos;Rejane Dias;Zé Carlos";"DF;CE;BA;MG;PA;BA;BA;BA;PE;MS;SC;AM;PR;TO;PA;MG;MG;PB;RS;SE;MT;PR;SP;SP;ES;SP;MG;SP;BA;PI;MA";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-05-25;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2253599;PL
PL 2837/2020;Determina a manutenção de qualquer vantagem pecuniária devida aos profissionais e trabalhadores de saúde afastados por suspeita ou confirmação de contaminação pelo novo coronavírus.;;"Marília Arraes;Valmir Assunção;Carlos Veras;Maria do Rosário;Patrus Ananias;Alencar Santana;Beto Faro;Célio Moura;Waldenor Pereira;Rogério Correia;Vander Loubet;Alexandre Padilha;Enio Verri;Erika Kokay;Afonso Florence;Benedita da Silva;Pedro Uczai;Gleisi Hoffmann;José Ricardo;Luizianne Lins;José Guimarães;Marcon;João Daniel;Jorge Solla;Professora Rosa Neide;Padre João;Vicentinho";"PE;BA;PE;RS;MG;SP;PA;TO;BA;MG;MS;SP;PR;DF;BA;RJ;SC;PR;AM;CE;CE;RS;SE;BA;MT;MG;SP";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-05-22;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2253567;PL
PL 2772/2020;Altera a Lei nº 13.979, de 6 de fevereiro de 2020, para assegurar a participação do país em iniciativas internacionais para o desenvolvimento, produção e acesso a diagnósticos, medicamentos, tratamentos, testes, vacinas ou outras alternativas terapêuticas, diagnósticas e preventivas contra a Covid-19. ;;"Alencar Santana;Erika Kokay;Padre João;José Ricardo;Enio Verri;José Airton Félix Cirilo;Professora Rosa Neide;Rubens Otoni;Patrus Ananias;Valmir Assunção;José Guimarães;Beto Faro;Pedro Uczai;Alexandre Padilha;Airton Faleiro;Arlindo Chinaglia;Odair Cunha;Marília Arraes;Paulão;Afonso Florence;Luizianne Lins;Marcon;Rogério Correia;Frei Anastacio Ribeiro;Rui Falcão;Célio Moura;Maria do Rosário;Waldenor Pereira;Gleisi Hoffmann;Paulo Teixeira;Jorge Solla;Zé Carlos;Benedita da Silva;Zeca Dirceu;Nilto Tatto;Paulo Pimenta;Carlos Veras";"SP;DF;MG;AM;PR;CE;MT;GO;MG;BA;CE;PA;SC;SP;PA;SP;MG;PE;AL;BA;CE;RS;MG;PB;SP;TO;RS;BA;PR;SP;BA;MA;RJ;PR;SP;RS;PE";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-05-20;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2253031;PL
PL 2726/2020;Determina aos órgãos integrantes do Sistema Único de Saúde e instituições privadas de assistência à saúde a inclusão nos registros de pessoas suspeitas de contaminação, contaminadas, hospitalizadas e falecidas por Covid-19 de marcador étnico-racial conforme as categorias do Instituto Brasileiro de Geografia e Estatística, de localização e de gênero, para a produção de dados oficiais de contaminação e mortalidade pela Covid-19 e que tais dados passem a fazer parte da apresentação pública dos dados de infecção e mortalidade.   ;;"Alexandre Padilha;Enio Verri;Professora Rosa Neide;Natália Bonavides;Pedro Uczai;Rogério Correia;Nilto Tatto;João Daniel;Patrus Ananias;Maria do Rosário;Luizianne Lins;Carlos Veras;Afonso Florence;Paulão;Alencar Santana;Beto Faro;Jorge Solla;Joseildo Ramos;Waldenor Pereira;José Guimarães;Carlos Zarattini;Airton Faleiro;Rubens Otoni;Frei Anastacio Ribeiro;Valmir Assunção;José Ricardo;Paulo Pimenta;Arlindo Chinaglia;Henrique Fontana;Margarida Salomão;Odair Cunha;Benedita da Silva;Reginaldo Lopes;Padre João;Marcon;Célio Moura;Marília Arraes;Vicentinho;Vander Loubet;Paulo Teixeira;Paulo Guedes;Erika Kokay;Leonardo Monteiro;Rejane Dias;Gleisi Hoffmann;Rui Falcão;Helder Salomão;Bohn Gass;Zé Carlos;Assis Carvalho;Zeca Dirceu;Zé Neto";"SP;PR;MT;RN;SC;MG;SP;SE;MG;RS;CE;PE;BA;AL;SP;PA;BA;BA;BA;CE;SP;PA;GO;PB;BA;AM;RS;SP;RS;MG;MG;RJ;MG;MG;RS;TO;PE;SP;MS;SP;MG;DF;MG;PI;PR;SP;ES;RS;MA;PI;PR;BA";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-05-18;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2252866;PL
PL 2652/2020;Concede pensão especial aos dependentes da pessoa falecida pelo Covid-19, e dá outras providências;;"José Airton Félix Cirilo;José Guimarães;Enio Verri;Rubens Otoni;Célio Moura;José Ricardo;Pedro Uczai;Nilto Tatto;Rogério Correia;Erika Kokay;Airton Faleiro;Patrus Ananias;Paulão;Maria do Rosário;Waldenor Pereira;Vicentinho;Marcon;Zé Carlos;Professora Rosa Neide;Padre João;Frei Anastacio Ribeiro;Natália Bonavides;Leonardo Monteiro;Margarida Salomão;Afonso Florence;Carlos Veras;Valmir Assunção;Rejane Dias;Rui Falcão;Alencar Santana;Paulo Pimenta;Luizianne Lins;Beto Faro;Benedita da Silva;Vander Loubet;Arlindo Chinaglia;Bohn Gass;Helder Salomão;Paulo Teixeira;Gleisi Hoffmann;Reginaldo Lopes;Jorge Solla;João Daniel;Assis Carvalho;Zé Neto;Zeca Dirceu;Carlos Zarattini;Joseildo Ramos;Paulo Guedes;Henrique Fontana";"CE;CE;PR;GO;TO;AM;SC;SP;MG;DF;PA;MG;AL;RS;BA;SP;RS;MA;MT;MG;PB;RN;MG;MG;BA;PE;BA;PI;SP;SP;RS;CE;PA;RJ;MS;SP;RS;ES;SP;PR;MG;BA;SE;PI;BA;PR;SP;BA;MG;RS";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-05-14;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2252662;PL
PL 2456/2020;"Suspende a finalização de contratos de estágios durante período de pandemia da Covid-19 em estado de calamidade pública e dá outras providências; altera a Lei Nº 11.788, de 25 de setembro de 2008 (Lei do Estágio)";;"Professora Rosa Neide;Airton Faleiro;Carlos Veras;Célio Moura;Enio Verri;Gleisi Hoffmann;José Guimarães;José Ricardo;Maria do Rosário;Patrus Ananias;Paulão;Rogério Correia;Valmir Assunção;Waldenor Pereira;Marília Arraes;João Daniel;Frei Anastacio Ribeiro;Padre João;Alencar Santana";"MT;PA;PE;TO;PR;PR;CE;AM;RS;MG;AL;MG;BA;BA;PE;SE;PB;MG;SP";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-05-07;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2251934;PL
PL 2389/2020;Dispõe sobre a tipificação do crime de criação e divulgação de notícias falsas - Fake News sobre a pandemia do Coronavírus - Covid - 19 acrescentando o art. 140-A ao do Decreto-Lei nº 2.848, de 7 de dezembro de 1940, Código Penal e dá outras providências.;;"Rejane Dias;Erika Kokay;Pedro Uczai;Rogério Correia;José Guimarães;Professora Rosa Neide;Beto Faro;Enio Verri;Marcon;Valmir Assunção;Benedita da Silva;Margarida Salomão;Reginaldo Lopes;Célio Moura;Paulo Teixeira;Airton Faleiro;Jorge Solla;Rui Falcão;Patrus Ananias;Afonso Florence;Luizianne Lins;Paulão;Padre João;João Daniel;Gleisi Hoffmann;Zé Neto;Alencar Santana;Frei Anastacio Ribeiro;José Ricardo;Vander Loubet;Leonardo Monteiro;Assis Carvalho;Nilto Tatto;Henrique Fontana;Joseildo Ramos";"PI;DF;SC;MG;CE;MT;PA;PR;RS;BA;RJ;MG;MG;TO;SP;PA;BA;SP;MG;BA;CE;AL;MG;SE;PR;BA;SP;PB;AM;MS;MG;PI;SP;RS;BA";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-05-05;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2251491;PL
PL 2007/2020;Dispõe sobre auxílio especial devido aos dependentes de profissional das áreas da saúde ou de atividades auxiliares essenciais no enfrentamento à pandemia de Coronavírus (COVID-19).;;"Fernanda Melchionna;Jandira Feghali;Margarida Salomão;Tereza Nelma;Sâmia Bomfim;Joenia Wapichana;Luiza Erundina;Professora Dorinha Seabra Rezende;Margarete Coelho;Alice Portugal;Aline Gurgel;Lídice da Mata;Leandre;Perpétua Almeida;Natália Bonavides;Daniela do Waguinho;Clarissa Garotinho;Gleisi Hoffmann;Talíria Petrone;Dra. Soraya Manato;Flávia Arruda;Rejane Dias;Rose Modesto;Dulce Miranda;Maria do Rosário;Soraya Santos;Celina Leão;Mariana Carvalho;Shéridan;Elcione Barbalho;Luizianne Lins";"RS;RJ;MG;AL;SP;RR;SP;TO;PI;BA;AP;BA;PR;AC;RN;RJ;RJ;PR;RJ;ES;DF;PI;MS;TO;RS;RJ;DF;RO;RR;PA;CE";"PSOL;PCdoB;PT;PSDB;PSOL;REDE;PSOL;DEM;PP;PCdoB;REPUBLIC;PSB;PV;PCdoB;PT;MDB;PROS;PT;PSOL;PSL;PL;PT;PSDB;MDB;PT;PL;PP;PSDB;PSDB;MDB;PT";2020-04-17;Arquivada;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2249938;PL
PL 1322/2020;Dispõe sobre medidas emergenciais de amparo aos agricultores familiares do Brasil para mitigar os impactos socioeconômicos da pandemia do COVID-19, durante o período de vigor do estrado de calamidade pública no país, e dá outras providências.;;"Enio Verri;Zeca Dirceu;Rogério Correia;Helder Salomão;Marília Arraes;Rui Falcão;Nilto Tatto;Vicentinho;Alexandre Padilha;Patrus Ananias;José Ricardo;Leonardo Monteiro;José Guimarães;Joseildo Ramos;Jorge Solla;Erika Kokay;Alencar Santana;Arlindo Chinaglia;Luizianne Lins;Natália Bonavides;Padre João;Professora Rosa Neide;Zé Carlos;Paulão;Waldenor Pereira;Gleisi Hoffmann;Frei Anastacio Ribeiro;Carlos Veras;Valmir Assunção;Marcon;Pedro Uczai;João Daniel";"PR;PR;MG;ES;PE;SP;SP;SP;SP;MG;AM;MG;CE;BA;BA;DF;SP;SP;CE;RN;MG;MT;MA;AL;BA;PR;PB;PE;BA;RS;SC;SE";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-03-31;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242513;PL
PL 1291/2020;"Assegura medidas de combate e prevenção à violência doméstica previstas na Lei 11.340 de 7 de agosto de 2006 - Lei Maria da Penha - e no Código Penal durante a vigência da Lei n° 13.979 de 6 de fevereiro de 2020 ou durante a declaração de estado de emergência de caráter humanitário e sanitário em território nacional.

NOVA EMENTA: Altera a Lei nº 13.979, de 6 de fevereiro de 2020, e dispõe sobre medidas de enfrentamento à violência doméstica e familiar contra a mulher e de enfrentamento à violência contra crianças, adolescentes, pessoas idosas e pessoas com deficiência durante a emergência de saúde pública de importância internacional decorrente do coronavírus responsável pelo surto de 2019";;"Maria do Rosário;Professora Rosa Neide;Margarida Salomão;Mariana Carvalho;Luizianne Lins;Gleisi Hoffmann;Dra. Soraya Manato;Professora Marcivania;Luiza Erundina;Rejane Dias;Talíria Petrone;Clarissa Garotinho;Sâmia Bomfim;Lídice da Mata;Luisa Canziani;Margarete Coelho;Tereza Nelma;Soraya Santos;Marília Arraes;Patricia Ferraz;Marina Santos;Fernanda Melchionna;Dulce Miranda;Leda Sadala;Paula Belmonte;Tabata Amaral;Benedita da Silva;Natália Bonavides;Perpétua Almeida;Erika Kokay;Flávia Arruda;Professora Dorinha Seabra Rezende";"RS;MT;MG;RO;CE;PR;ES;AP;SP;PI;RJ;RJ;SP;BA;PR;PI;AL;RJ;PE;AP;PI;RS;TO;AP;DF;SP;RJ;RN;AC;DF;DF;TO";"PT;PT;PT;PSDB;PT;PT;PSL;PCdoB;PSOL;PT;PSOL;PROS;PSOL;PSB;PTB;PP;PSDB;PL;PT;PODE;SOLIDARI;PSOL;MDB;AVANTE;CIDADANIA;PDT;PT;PT;PCdoB;PT;PL;DEM";2020-03-30;Transformado em Norma Jurídica;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242471;PL
PL 1254/2020;Dispõe sobre a unificação, em lista única por Unidade Federada, de todos os pacientes atendidos nos serviços de saúde que tenham indicação de internação, para ocupação dos leitos hospitalares vagos em estrita observância à ordem de chegada.;;"Arlindo Chinaglia;Enio Verri;Rubens Otoni;José Guimarães;Célio Moura;Pedro Uczai;José Ricardo;Rogério Correia;Nilto Tatto;Erika Kokay;Patrus Ananias;Airton Faleiro;Paulão;Maria do Rosário;Waldenor Pereira;Vicentinho;Marcon;Zé Carlos;Padre João;Professora Rosa Neide;Natália Bonavides;Frei Anastacio Ribeiro;Leonardo Monteiro;Margarida Salomão;Afonso Florence;Alexandre Padilha;Valmir Assunção;Carlos Veras;Alencar Santana;Rui Falcão;Paulo Pimenta;Beto Faro;Benedita da Silva;Vander Loubet;José Airton Félix Cirilo;Rejane Dias;Bohn Gass;Odair Cunha;Henrique Fontana;Helder Salomão;Paulo Teixeira;Luizianne Lins;Gleisi Hoffmann;Reginaldo Lopes;Jorge Solla;João Daniel;Assis Carvalho;Zé Neto;Zeca Dirceu;Carlos Zarattini;Joseildo Ramos;Paulo Guedes";"SP;PR;GO;CE;TO;SC;AM;MG;SP;DF;MG;PA;AL;RS;BA;SP;RS;MA;MG;MT;RN;PB;MG;MG;BA;SP;BA;PE;SP;SP;RS;PA;RJ;MS;CE;PI;RS;MG;RS;ES;SP;CE;PR;MG;BA;SE;PI;BA;PR;SP;BA;MG";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-03-30;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242365;PL
PL 735/2020;"Fica criado o abono destinado a feirantes e agricultores familiares que se encontram em isolamento ou quarentena em razão da pandemia do COVID-19, consoante a Lei 13.979, de 6 de fevereiro de 2020, e que apresentam-se impossibilitados de comercializar sua produção também por medidas determinadas pelos executivos municipais.

NOVA EMENTA: Dispõe sobre medidas emergenciais de amparo aos agricultores familiares do Brasil para mitigar os impactos socioeconômicos da Covid-19; altera as Leis nºs 13.340, de 28 de setembro de 2016, e 13.606, de 9 de janeiro de 2018; e dá outras providências (Lei Assis Carvalho).";;"Enio Verri;Célio Moura;José Guimarães;Helder Salomão;Pedro Uczai;Professora Rosa Neide;Waldenor Pereira;Erika Kokay;Maria do Rosário;Natália Bonavides;Marília Arraes;João Daniel;Carlos Veras;Valmir Assunção;Airton Faleiro;Vicentinho;Zeca Dirceu;Jorge Solla;Afonso Florence;Leonardo Monteiro;Beto Faro;Arlindo Chinaglia;Paulo Teixeira;Zé Carlos;Alexandre Padilha;Luizianne Lins;Marcon;Rogério Correia;Rejane Dias;Rubens Otoni;José Ricardo;José Airton Félix Cirilo;Nilto Tatto;Bohn Gass;Patrus Ananias;Alencar Santana;Frei Anastacio Ribeiro;Margarida Salomão;Padre João;Paulão;Joseildo Ramos;Vander Loubet;Paulo Pimenta;Zé Neto;Gleisi Hoffmann;Rui Falcão;Reginaldo Lopes;Paulo Guedes";"PR;TO;CE;ES;SC;MT;BA;DF;RS;RN;PE;SE;PE;BA;PA;SP;PR;BA;BA;MG;PA;SP;SP;MA;SP;CE;RS;MG;PI;GO;AM;CE;SP;RS;MG;SP;PB;MG;MG;AL;BA;MS;RS;BA;PR;SP;MG;MG";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-03-18;Transformado em Norma Jurídica;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2239605;PL
PL 1778/2021;Dispõe sobre o financiamento federal para leitos de Unidade de Terapia Intensiva - UTI Adulto e Pediátrico, para o atendimento exclusivo de pacientes com Síndrome Respiratória Aguda Grave SRAG/Covid-19 enquanto perdurar a emergência de saúde pública de importância internacional decorrente do coronavírus.;;"Carmen Zanotto;Eduardo Costa;Dra. Soraya Manato;Leandre;Jandira Feghali;Alice Portugal;Tereza Nelma;Dr. Luiz Antonio Teixeira Jr.";"SC;PA;ES;PR;RJ;BA;AL;RJ";"CIDADANIA;PTB;PSL;PV;PCdoB;PCdoB;PSDB;PP";2021-05-11;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2282434;PL
PL 1540/2021;Institui a Política de Bem-Estar, Saúde e Qualidade de Vida no Trabalho e Valorização dos Profissionais da Educação.;;"Professor Israel Batista;Leandre;Célio Studart;Professora Rosa Neide;General Peternelli;Danilo Cabral;Raul Henry;Professora Dorinha Seabra Rezende;Idilvan Alencar;Alice Portugal;Luisa Canziani;Sâmia Bomfim;Geninho Zuliani;Mariana Carvalho;Enrico Misasi";"DF;PR;CE;MT;SP;PE;PE;TO;CE;BA;PR;SP;SP;RO;SP";"PV;PV;PV;PT;PSL;PSB;MDB;DEM;PDT;PCdoB;PTB;PSOL;DEM;PSDB;PV";2021-04-27;Aguardando Apreciação pelo Senado Federal;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2279318;PL
PL 1433/2021;Dispõe sobre medidas para o enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus pelos gestores municipais, estaduais e federal, por meio de regras especiais de licitação relacionadas a bens e serviços ligados ao COVID-19.;;Leandre;PR;PV;2021-04-15;Arquivada;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2278335;PL
PL 850/2021;Prorroga até 30 de setembro de 2021, a partir de 1º de janeiro de 2021, a não obrigatoriedade da manutenção das metas quantitativas e qualitativas contratualizadas pelos prestadores de serviço de saúde no âmbito do Sistema Único de Saúde (SUS).;;"Pedro Westphalen;General Peternelli;Jandira Feghali;Dra. Soraya Manato;Alexandre Padilha;Rodrigo Coelho;Dr. Zacharias Calil;Jorge Solla;Carla Dickson;Carmen Zanotto;Leandre";"RS;SP;RJ;ES;SP;SC;GO;BA;RN;SC;PR";"PP;PSL;PCdoB;PSL;PT;PSB;DEM;PT;PROS;CIDADANIA;PV";2021-03-11;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2273708;PL
PL 3668/2020;Regulamenta a manutenção do conjunto ordenado de objetivos e princípios que envolvem a aplicação e a execução das medidas socioeducativas durante o período de crise sanitária causada pela Covid-19. ;;"Alexandre Padilha;Carmen Zanotto;Eduardo Barbosa;Leandre;Marcelo Freixo;Tabata Amaral;Valmir Assunção;Fábio Trad;João H. Campos;Orlando Silva;Luciano Ducci;Daniela do Waguinho;Maria do Rosário;Dr. Zacharias Calil";"SP;SC;MG;PR;RJ;SP;BA;MS;PE;SP;PR;RJ;RS;GO";"PT;CIDADANIA;PSDB;PV;PSOL;PDT;PT;PSD;PSB;PCdoB;PSB;MDB;PT;DEM";2020-07-06;Aguardando Designação de Relator;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2256889;PL
PL 3114/2020;Dispõe sobre a prestação de auxílio financeiro pela União às Instituições de Acolhimento de Crianças e Adolescentes (IACA), no exercício de 2020, em razão do enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus transmissor da Covid-19;;"Leandre;Tereza Nelma;Dulce Miranda;Carmen Zanotto;Daniela do Waguinho;Dra. Soraya Manato;Toninho Wandscheer;Soraya Santos;Professor Israel Batista;Aline Gurgel;Margarete Coelho;Greyce Elias";"PR;AL;TO;SC;RJ;ES;PR;RJ;DF;AP;PI;MG";"PV;PSDB;MDB;CIDADANIA;MDB;PSL;PROS;PL;PV;REPUBLIC;PP;AVANTE";2020-06-03;Pronta para Pauta;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2254481;PL
PL 2567/2020;Institui plano de ação do poder público em caso de endemia, epidemia ou pandemia certificada pelo Sistema Único de Saúde ou pela Organização Mundial de Saúde e dá outras providências.;;"Maria do Rosário;Arlindo Chinaglia;Jorge Solla;Jandira Feghali;Eduardo Barbosa;Alexandre Padilha;Chico D'Angelo;Carlos Veras;Mariana Carvalho;Luciano Ducci;Leandre";"RS;SP;BA;RJ;MG;SP;RJ;PE;RO;PR;PR";"PT;PT;PT;PCdoB;PSDB;PT;PDT;PT;PSDB;PSB;PV";2020-05-12;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2252247;PL
PL 2548/2020;Dispõe sobre a formação de lista única para ocupação de leitos de Unidades de Terapia Intensiva (UTI) da rede hospitalar pública e privada em decorrência do Covid19. ;;"Tereza Nelma;Professora Dorinha Seabra Rezende;Dra. Soraya Manato;Rosana Valle;Erika Kokay;Norma Ayub;Rejane Dias;Talíria Petrone;Dulce Miranda;Leandre;Soraya Santos;Patricia Ferraz;Jéssica Sales;Daniela do Waguinho;Carmen Zanotto;Mariana Carvalho;Leda Sadala;Maria do Rosário";"AL;TO;ES;SP;DF;ES;PI;RJ;TO;PR;RJ;AP;AC;RJ;SC;RO;AP;RS";"PSDB;DEM;PSL;PSB;PT;DEM;PT;PSOL;MDB;PV;PL;PODE;MDB;MDB;CIDADANIA;PSDB;AVANTE;PT";2020-05-11;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2252110;PL
PL 2007/2020;Dispõe sobre auxílio especial devido aos dependentes de profissional das áreas da saúde ou de atividades auxiliares essenciais no enfrentamento à pandemia de Coronavírus (COVID-19).;;"Fernanda Melchionna;Jandira Feghali;Margarida Salomão;Tereza Nelma;Sâmia Bomfim;Joenia Wapichana;Luiza Erundina;Professora Dorinha Seabra Rezende;Margarete Coelho;Alice Portugal;Aline Gurgel;Lídice da Mata;Leandre;Perpétua Almeida;Natália Bonavides;Daniela do Waguinho;Clarissa Garotinho;Gleisi Hoffmann;Talíria Petrone;Dra. Soraya Manato;Flávia Arruda;Rejane Dias;Rose Modesto;Dulce Miranda;Maria do Rosário;Soraya Santos;Celina Leão;Mariana Carvalho;Shéridan;Elcione Barbalho;Luizianne Lins";"RS;RJ;MG;AL;SP;RR;SP;TO;PI;BA;AP;BA;PR;AC;RN;RJ;RJ;PR;RJ;ES;DF;PI;MS;TO;RS;RJ;DF;RO;RR;PA;CE";"PSOL;PCdoB;PT;PSDB;PSOL;REDE;PSOL;DEM;PP;PCdoB;REPUBLIC;PSB;PV;PCdoB;PT;MDB;PROS;PT;PSOL;PSL;PL;PT;PSDB;MDB;PT;PL;PP;PSDB;PSDB;MDB;PT";2020-04-17;Arquivada;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2249938;PL
PL 1888/2020;Dispõe sobre a prestação de auxílio financeiro pela União às Instituições de Longa Permanência para Idosos (ILPI), no exercício de 2020, em razão do enfrentamento da emergência de saúde pública de importância internacional decorrente do corona vírus (Covid-19).;;"Leandre;Mariana Carvalho;Rodrigo Coelho;Tereza Nelma";"PR;RO;SC;AL";"PV;PSDB;PSB;PSDB";2020-04-14;Transformado em Norma Jurídica;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2248234;PL
PL 4611/2019;Dispõe sobre a transposição e a transferência de saldos financeiros, provenientes de repasses federais, nos Fundos de Saúde dos Estados, do Distrito Federal e dos Municípios.;;"Carmen Zanotto;Tereza Nelma;Eduardo Braide;Adriana Ventura;Dr. Luiz Ovando;Célio Silveira;Olival Marques;Enéias Reis;Dr. Frederico;Milton Vieira;Leandre;Sergio Vidigal;Dr. Luiz Antonio Teixeira Jr.;Dra. Soraya Manato;André Janones;Pastor Gil;Pompeo de Mattos;Policial Katia Sastre;Ricardo Barros;Afonso Hamm;Dr. Zacharias Calil";"SC;AL;MA;SP;MS;GO;PA;MG;MG;SP;PR;ES;RJ;ES;MG;MA;RS;SP;PR;RS;GO";"CIDADANIA;PSDB;PMN;NOVO;PSL;PSDB;DEM;PSL;PATRIOTA;NI;PV;PDT;PP;PSL;AVANTE;PL;PDT;PL;PP;PP;DEM";2019-08-21;Devolvida ao Autor;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2216452;PL
PL 5179/2019;Torna obrigatória a aquisição de seguro-saúde pelos estrangeiros que ingressarem no País, nas condições que especifica.;;Felipe Francischini;PR;PSL;2019-09-20;Pronta para Pauta;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2221428;PL
PL 3194/2021;Altera a Lei nº 9.656, de 3 de julho de 1998, para dispor sobre a atualização de coberturas no âmbito da saúde complementar.;;Filipe Barros;PR;PSL;2021-09-16;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2299011;PL
PL 1792/2021;Altera as Leis n.º 13.979, de 6 de fevereiro de 2020 e nº. 14.124, de 10 de março de 2021, para incuir os profissionais de asseio, conservação e limpeza no grupo prioritáro no Plano Nacional de Operacionalização da Vacinação contra a Covid-19, e dá outras providências.;;Filipe Barros;PR;PSL;2021-05-12;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2282677;PL
